end,start,task_id,text,video_id
148.41,132.25,113766,season steak,WV_MNL8Hw2g
160.98,156.71,113766,put steak on grill,WV_MNL8Hw2g
192.44,181.44,113766,flip steak,WV_MNL8Hw2g
215.78,206.78,113766,take steak from grill,WV_MNL8Hw2g
275.21,229.54,113766,cut steak,WV_MNL8Hw2g
314.23,297.34,113766,cut steak,WV_MNL8Hw2g
35.73,31.79,113766,season steak,KuTk1TvkDgk
45.0,38.24,113766,put steak on grill,KuTk1TvkDgk
54.39,50.34,113766,season steak,KuTk1TvkDgk
165.63,160.59,113766,take steak from grill,KuTk1TvkDgk
191.72,182.72,113766,cut steak,KuTk1TvkDgk
197.43,193.42,113766,taste steak,KuTk1TvkDgk
133.61,106.79,113766,season steak,maUjmMScyz4
161.46,157.94,113766,put steak on grill,maUjmMScyz4
168.58,164.42,113766,flip steak,maUjmMScyz4
194.12,186.58,113766,top steak,maUjmMScyz4
198.42,197.42,113766,flip steak,maUjmMScyz4
206.24,201.4,113766,top steak,maUjmMScyz4
210.79,208.68,113766,take steak from grill,maUjmMScyz4
214.75,213.15,113766,flip steak,maUjmMScyz4
223.49,217.47,113766,top steak,maUjmMScyz4
240.23,230.28,113766,cut steak,maUjmMScyz4
252.29,244.78,113766,cut steak,maUjmMScyz4
99.6,93.1,113766,season steak,MQ7C3vYCD48
107.08,106.08,113766,put steak on grill,MQ7C3vYCD48
119.21,117.63,113766,flip steak,MQ7C3vYCD48
138.76,135.66,113766,take steak from grill,MQ7C3vYCD48
264.0,261.7,113766,top steak,MQ7C3vYCD48
266.19,264.09,113766,cut steak,MQ7C3vYCD48
270.64,266.53,113766,taste steak,MQ7C3vYCD48
305.26,302.76,113766,top steak,MQ7C3vYCD48
102.67,65.67,113766,season steak,vB16Dbjz8oo
185.37,176.37,113766,put steak on grill,vB16Dbjz8oo
227.59,204.6,113766,flip steak,vB16Dbjz8oo
233.94,228.94,113766,close lid,vB16Dbjz8oo
238.29,233.29,113766,open lid,vB16Dbjz8oo
247.43,239.03,113766,flip steak,vB16Dbjz8oo
252.96,247.96,113766,close lid,vB16Dbjz8oo
256.52,253.52,113766,open lid,vB16Dbjz8oo
265.73,258.73,113766,flip steak,vB16Dbjz8oo
327.0,312.0,113766,take steak from grill,vB16Dbjz8oo
343.32,328.32,113766,top steak,vB16Dbjz8oo
414.72,379.72,113766,cut steak,vB16Dbjz8oo
76.1,67.1,113766,put steak on grill,Sm-Er9tMi8g
113.55,105.02,113766,flip steak,Sm-Er9tMi8g
246.44,233.04,113766,check temperature,Sm-Er9tMi8g
253.88,249.12,113766,take steak from grill,Sm-Er9tMi8g
273.57,264.63,113766,cut steak,Sm-Er9tMi8g
317.47,311.58,113766,cut steak,Sm-Er9tMi8g
324.84,318.63,113766,taste steak,Sm-Er9tMi8g
107.95,87.89,16815,raise jack,8BE0xJKczT0
127.08,122.68,16815,lower jack,8BE0xJKczT0
151.51,144.63,16815,raise jack,8BE0xJKczT0
161.47,158.97,16815,lower jack,8BE0xJKczT0
158.06,126.59,16815,raise jack,eCZEq7pAHUE
197.37,189.89,16815,lower jack,eCZEq7pAHUE
223.34,219.78,16815,raise jack,eCZEq7pAHUE
263.18,258.1,16815,raise jack,eCZEq7pAHUE
273.79,272.44,16815,raise jack,eCZEq7pAHUE
288.41,281.43,16815,lower jack,eCZEq7pAHUE
357.44,351.58,16815,raise jack,eCZEq7pAHUE
124.32,78.59,16815,raise jack,GnvLqIoKzgw
173.93,153.68,16815,lower jack,GnvLqIoKzgw
33.21,30.93,16815,brake on,-SPMxbd7Wtc
82.33,67.89,16815,raise jack,-SPMxbd7Wtc
130.33,124.43,16815,lower jack,-SPMxbd7Wtc
40.49,24.56,16815,raise jack,vhmn4fZBlag
81.63,61.92,16815,raise jack,vhmn4fZBlag
125.45,115.23,16815,raise jack,vhmn4fZBlag
162.05,158.01,16815,lower jack,vhmn4fZBlag
175.44,166.89,16815,raise jack,vhmn4fZBlag
193.68,188.89,16815,lower jack,vhmn4fZBlag
200.92,196.08,16815,raise jack,vhmn4fZBlag
211.31,207.91,16815,lower jack,vhmn4fZBlag
218.97,214.47,16815,raise jack,vhmn4fZBlag
223.71,221.43,16815,lower jack,vhmn4fZBlag
103.38,84.62,16815,raise jack,iCiFu6ooYaM
174.72,164.02,16815,raise jack,iCiFu6ooYaM
207.07,201.59,16815,raise jack,iCiFu6ooYaM
65.08,56.08,16815,raise jack,yqXIrSVQ3ts
117.06,110.53,16815,raise jack,yqXIrSVQ3ts
140.46,135.6,16815,raise jack,yqXIrSVQ3ts
154.41,150.54,16815,lower jack,yqXIrSVQ3ts
63.33,45.36,16815,raise jack,Yy1tTVoFGE8
91.72,84.72,16815,raise jack,Yy1tTVoFGE8
111.99,104.99,16815,raise jack,Yy1tTVoFGE8
136.11,105.11,16815,raise jack,IbexW-c9UwY
162.36,153.66,16815,raise jack,IbexW-c9UwY
205.12,196.02,16815,lower jack,IbexW-c9UwY
24.9,16.0,16815,raise jack,wTVrCbaQM5Y
65.6,42.6,16815,raise jack,Y-d4aaqI12c
114.68,98.29,16815,raise jack,Y-d4aaqI12c
181.62,161.76,16815,raise jack,Y-d4aaqI12c
220.27,191.88,16815,raise jack,Y-d4aaqI12c
285.8,252.89,16815,raise jack,Y-d4aaqI12c
538.59,536.71,16815,lower jack,Y-d4aaqI12c
266.94,239.6,16815,raise jack,1JhYkWZPzZE
285.94,282.69,16815,lower jack,1JhYkWZPzZE
108.75,89.75,16815,raise jack,JYTJPftR50I
163.94,112.94,16815,raise jack,mmMPM--NhU8
311.74,300.74,16815,raise jack,mmMPM--NhU8
388.78,388.09,16815,raise jack,mmMPM--NhU8
476.18,474.69,16815,lower jack,mmMPM--NhU8
103.74,71.27,16815,raise jack,YRCHn2mxPhs
268.86,235.86,16815,raise jack,YRCHn2mxPhs
49.68,42.68,16815,raise jack,MMS2fUDiWhU
84.61,79.9,16815,raise jack,MMS2fUDiWhU
144.99,131.62,16815,raise jack,MMS2fUDiWhU
173.46,165.04,16815,raise jack,MMS2fUDiWhU
194.5,177.24,16815,raise jack,MMS2fUDiWhU
201.81,199.3,16815,lower jack,MMS2fUDiWhU
39.63,24.87,16815,raise jack,YR_MToGXxf0
34.18,32.41,16815,brake on,X2XdxPJnpNE
65.96,59.8,16815,raise jack,X2XdxPJnpNE
69.48,68.48,16815,lower jack,X2XdxPJnpNE
78.51,73.51,16815,raise jack,X2XdxPJnpNE
81.49,79.76,16815,lower jack,X2XdxPJnpNE
115.66,109.99,16815,raise jack,X2XdxPJnpNE
118.11,116.18,16815,lower jack,X2XdxPJnpNE
123.14,118.83,16815,raise jack,X2XdxPJnpNE
129.2,126.7,16815,raise jack,X2XdxPJnpNE
0.22,0.0,16815,raise jack,hik67bVvum0
53.92,50.92,16815,raise jack,hik67bVvum0
65.39,63.84,16815,raise jack,hik67bVvum0
13.94,11.07,23521,pour water,gEkku-1nOcI
25.09,17.4,23521,pour jello powder,gEkku-1nOcI
28.74,25.09,23521,pour alcohol,gEkku-1nOcI
42.34,40.58,23521,pour alcohol,gEkku-1nOcI
110.67,100.17,23521,pour mixture into cup,gEkku-1nOcI
59.17,55.67,23521,pour juice,M407Rivxv7M
74.78,68.48,23521,pour jello powder,M407Rivxv7M
83.51,77.51,23521,stir mixture,M407Rivxv7M
131.49,111.69,23521,stir mixture,M407Rivxv7M
140.49,135.09,23521,pour water,M407Rivxv7M
180.92,135.12,23521,stir mixture,M407Rivxv7M
191.85,185.25,23521,pour alcohol,M407Rivxv7M
207.6,198.5,23521,pour mixture into cup,M407Rivxv7M
26.11,22.71,23521,pour jello powder,01-ZFvmSaAg
56.87,43.69,23521,pour water,01-ZFvmSaAg
70.68,59.88,23521,stir mixture,01-ZFvmSaAg
85.39,80.29,23521,pour water,01-ZFvmSaAg
135.88,132.88,23521,pour mixture into cup,01-ZFvmSaAg
168.58,163.18,23521,pour water,01-ZFvmSaAg
172.9,169.6,23521,stir mixture,01-ZFvmSaAg
185.17,178.87,23521,pour jello powder,01-ZFvmSaAg
192.28,189.08,23521,pour water,01-ZFvmSaAg
202.69,192.49,23521,stir mixture,01-ZFvmSaAg
213.88,210.25,23521,pour water,01-ZFvmSaAg
222.04,215.04,23521,stir mixture,01-ZFvmSaAg
235.73,232.73,23521,stir mixture,01-ZFvmSaAg
257.1,246.1,23521,pour mixture into cup,01-ZFvmSaAg
263.06,259.46,23521,pour jello powder,01-ZFvmSaAg
274.89,271.89,23521,pour water,01-ZFvmSaAg
277.34,275.84,23521,stir mixture,01-ZFvmSaAg
289.02,283.97,23521,pour mixture into cup,01-ZFvmSaAg
39.88,36.38,23521,pour water,CLP19G1u46I
46.04,44.24,23521,pour water,CLP19G1u46I
53.14,47.64,23521,pour jello powder,CLP19G1u46I
59.1,54.1,23521,stir mixture,CLP19G1u46I
64.54,60.24,23521,pour alcohol,CLP19G1u46I
69.84,65.94,23521,stir mixture,CLP19G1u46I
95.34,85.11,23521,pour mixture into cup,CLP19G1u46I
39.52,36.89,23521,pour water,1tWIrhG9YGM
45.1,40.7,23521,pour jello powder,1tWIrhG9YGM
60.09,49.8,23521,pour jello powder,1tWIrhG9YGM
111.89,103.54,23521,stir mixture,1tWIrhG9YGM
133.23,121.03,23521,stir mixture,1tWIrhG9YGM
128.83,121.83,23521,pour alcohol,1tWIrhG9YGM
148.78,137.78,23521,pour mixture into cup,1tWIrhG9YGM
71.54,70.24,23521,pour water,fxyKuY0kg70
75.65,74.15,23521,pour jello powder,fxyKuY0kg70
79.41,77.21,23521,stir mixture,fxyKuY0kg70
104.31,98.11,23521,pour alcohol,fxyKuY0kg70
124.21,113.71,23521,pour mixture into cup,fxyKuY0kg70
74.92,64.65,23521,stir mixture,NG09-6fFrx4
94.79,79.79,23521,stir mixture,NG09-6fFrx4
51.24,49.84,23521,pour jello powder,yvH0D4q3GqE
55.4,52.8,23521,pour water,yvH0D4q3GqE
59.94,57.04,23521,stir mixture,yvH0D4q3GqE
64.38,61.28,23521,pour alcohol,yvH0D4q3GqE
68.85,66.05,23521,stir mixture,yvH0D4q3GqE
72.5,69.8,23521,pour jello powder,yvH0D4q3GqE
74.24,72.84,23521,pour water,yvH0D4q3GqE
88.74,86.34,23521,pour alcohol,yvH0D4q3GqE
90.98,89.38,23521,stir mixture,yvH0D4q3GqE
93.27,92.07,23521,pour jello powder,yvH0D4q3GqE
96.93,94.03,23521,pour water,yvH0D4q3GqE
99.79,97.19,23521,stir mixture,yvH0D4q3GqE
104.45,100.55,23521,pour alcohol,yvH0D4q3GqE
106.7,104.7,23521,stir mixture,yvH0D4q3GqE
132.99,107.69,23521,pour mixture into cup,yvH0D4q3GqE
52.8,50.23,23521,pour water,hqlLAM7xxOA
58.35,55.0,23521,pour jello powder,hqlLAM7xxOA
61.69,59.59,23521,pour water,hqlLAM7xxOA
62.63,61.83,23521,stir mixture,hqlLAM7xxOA
71.18,64.4,23521,pour water,hqlLAM7xxOA
73.14,71.24,23521,pour juice,hqlLAM7xxOA
74.34,73.24,23521,pour mixture into cup,hqlLAM7xxOA
90.84,86.97,23521,pour water,sN6iQyzguN4
112.27,100.17,23521,pour jello powder,sN6iQyzguN4
141.84,115.46,23521,stir mixture,sN6iQyzguN4
147.21,144.41,23521,pour water,sN6iQyzguN4
177.18,161.98,23521,pour alcohol,sN6iQyzguN4
187.55,179.75,23521,stir mixture,sN6iQyzguN4
71.13,64.13,23521,pour jello powder,Pw7uBCZkJeU
77.43,72.68,23521,pour water,Pw7uBCZkJeU
147.82,139.13,23521,stir mixture,Pw7uBCZkJeU
160.66,155.49,23521,pour alcohol,Pw7uBCZkJeU
183.51,162.12,23521,stir mixture,Pw7uBCZkJeU
160.62,155.22,23521,pour juice,PXGNpj89Vxw
173.52,168.52,23521,pour juice,PXGNpj89Vxw
195.13,182.13,23521,pour jello powder,PXGNpj89Vxw
214.81,210.21,23521,pour juice,PXGNpj89Vxw
219.22,214.92,23521,stir mixture,PXGNpj89Vxw
232.0,222.9,23521,stir mixture,PXGNpj89Vxw
281.01,274.01,23521,pour alcohol,PXGNpj89Vxw
286.72,284.72,23521,stir mixture,PXGNpj89Vxw
314.59,311.44,23521,pour jello powder,PXGNpj89Vxw
329.22,313.32,23521,stir mixture,PXGNpj89Vxw
320.22,319.22,23521,pour jello powder,PXGNpj89Vxw
342.6,339.9,23521,pour mixture into cup,PXGNpj89Vxw
392.87,362.27,23521,pour mixture into cup,PXGNpj89Vxw
158.36,147.36,23521,pour alcohol,piGtNm1Ix7c
199.43,194.43,23521,pour jello powder,piGtNm1Ix7c
237.53,234.93,23521,stir mixture,piGtNm1Ix7c
247.41,242.41,23521,pour mixture into cup,piGtNm1Ix7c
266.21,263.61,23521,pour water,piGtNm1Ix7c
279.53,266.03,23521,stir mixture,piGtNm1Ix7c
276.59,271.69,23521,pour alcohol,piGtNm1Ix7c
91.01,88.01,23521,pour jello powder,5cqUUh_2D9c
112.35,103.35,23521,pour water,5cqUUh_2D9c
127.71,124.81,23521,pour water,5cqUUh_2D9c
136.95,132.95,23521,pour mixture into cup,5cqUUh_2D9c
8.35,4.0,23521,pour water,bBDF0QpJmjU
91.09,88.09,23521,pour juice,bBDF0QpJmjU
173.06,168.06,23521,pour jello powder,bBDF0QpJmjU
183.53,174.53,23521,stir mixture,bBDF0QpJmjU
220.03,213.03,23521,pour alcohol,bBDF0QpJmjU
260.22,254.12,23521,pour mixture into cup,bBDF0QpJmjU
80.23,69.83,23521,pour water,tvjy1uazW3A
175.27,170.27,23521,pour juice,tvjy1uazW3A
197.6,189.83,23521,pour alcohol,tvjy1uazW3A
221.26,213.47,23521,pour alcohol,tvjy1uazW3A
239.17,230.17,23521,pour juice,tvjy1uazW3A
316.92,295.92,23521,pour mixture into cup,tvjy1uazW3A
333.94,326.94,23521,pour alcohol,tvjy1uazW3A
380.37,359.37,23521,stir mixture,tvjy1uazW3A
384.52,380.92,23521,pour mixture into cup,tvjy1uazW3A
463.46,432.46,23521,stir mixture,tvjy1uazW3A
470.58,463.58,23521,stir mixture,tvjy1uazW3A
479.6,478.4,23521,stir mixture,tvjy1uazW3A
483.49,479.79,23521,pour mixture into cup,tvjy1uazW3A
488.62,486.92,23521,pour mixture into cup,tvjy1uazW3A
76.25,73.25,23521,pour water,UbUDv76s0Lo
93.69,90.88,23521,pour jello powder,UbUDv76s0Lo
113.3,95.04,23521,stir mixture,UbUDv76s0Lo
132.93,130.33,23521,pour juice,UbUDv76s0Lo
142.48,132.68,23521,stir mixture,UbUDv76s0Lo
171.36,167.47,23521,pour alcohol,UbUDv76s0Lo
187.08,185.08,23521,pour alcohol,UbUDv76s0Lo
205.15,203.35,23521,pour alcohol,UbUDv76s0Lo
215.36,206.86,23521,stir mixture,UbUDv76s0Lo
238.12,229.57,23521,stir mixture,UbUDv76s0Lo
333.87,252.87,23521,pour mixture into cup,UbUDv76s0Lo
26.35,25.55,40567,brake on,i2JWkDyg26A
36.67,35.67,40567,get things out,i2JWkDyg26A
49.05,46.45,40567,start loose,i2JWkDyg26A
63.94,52.84,40567,start loose,i2JWkDyg26A
88.82,73.82,40567,jack up,i2JWkDyg26A
91.71,89.01,40567,unscrew wheel,i2JWkDyg26A
94.38,91.88,40567,withdraw wheel,i2JWkDyg26A
99.67,95.77,40567,put wheel,i2JWkDyg26A
104.4,100.4,40567,screw wheel,i2JWkDyg26A
108.49,104.49,40567,jack down,i2JWkDyg26A
114.66,108.56,40567,tight wheel,i2JWkDyg26A
117.89,114.79,40567,jack down,i2JWkDyg26A
125.44,120.94,40567,put things back,i2JWkDyg26A
132.17,125.67,40567,tight wheel,i2JWkDyg26A
28.9,14.75,40567,brake on,i2JWkDyg26A
41.83,35.67,40567,get things out,i2JWkDyg26A
48.5,46.73,40567,start loose,i2JWkDyg26A
62.91,53.86,40567,start loose,i2JWkDyg26A
88.89,74.06,40567,jack up,i2JWkDyg26A
91.69,88.99,40567,unscrew wheel,i2JWkDyg26A
93.9,91.8,40567,withdraw wheel,i2JWkDyg26A
99.21,97.24,40567,put wheel,i2JWkDyg26A
104.43,100.46,40567,screw wheel,i2JWkDyg26A
108.46,104.49,40567,jack down,i2JWkDyg26A
114.7,108.6,40567,tight wheel,i2JWkDyg26A
117.14,114.74,40567,jack down,i2JWkDyg26A
125.56,122.95,40567,put things back,i2JWkDyg26A
131.91,125.63,40567,tight wheel,i2JWkDyg26A
24.86,19.25,40567,get things out,pK3vZljnAgY
39.34,31.76,40567,start loose,pK3vZljnAgY
96.59,84.3,40567,jack up,pK3vZljnAgY
102.67,101.66,40567,unscrew wheel,pK3vZljnAgY
105.55,103.82,40567,withdraw wheel,pK3vZljnAgY
121.83,119.15,40567,tight wheel,pK3vZljnAgY
126.71,122.65,40567,jack down,pK3vZljnAgY
134.27,128.48,40567,tight wheel,pK3vZljnAgY
15.67,14.07,40567,brake on,3gSyHyrFN2Y
40.4,31.4,40567,get things out,3gSyHyrFN2Y
69.8,62.8,40567,start loose,3gSyHyrFN2Y
77.2,70.0,40567,jack up,3gSyHyrFN2Y
84.68,77.37,40567,unscrew wheel,3gSyHyrFN2Y
88.09,85.09,40567,withdraw wheel,3gSyHyrFN2Y
103.6,100.01,40567,put wheel,3gSyHyrFN2Y
111.45,105.82,40567,screw wheel,3gSyHyrFN2Y
122.03,111.73,40567,jack down,3gSyHyrFN2Y
132.16,125.65,40567,tight wheel,3gSyHyrFN2Y
137.96,132.36,40567,jack down,3gSyHyrFN2Y
103.02,102.73,40567,get things out,PAG4g1nFlNg
119.77,117.43,40567,start loose,PAG4g1nFlNg
140.79,127.9,40567,jack up,PAG4g1nFlNg
148.39,147.55,40567,unscrew wheel,PAG4g1nFlNg
154.53,153.71,40567,withdraw wheel,PAG4g1nFlNg
175.14,174.04,40567,put wheel,PAG4g1nFlNg
181.62,179.45,40567,screw wheel,PAG4g1nFlNg
184.78,182.32,40567,tight wheel,PAG4g1nFlNg
193.8,193.02,40567,jack down,PAG4g1nFlNg
194.64,193.84,40567,tight wheel,PAG4g1nFlNg
48.17,27.63,40567,get things out,ysHXDXqi4mc
123.2,100.2,40567,jack up,ysHXDXqi4mc
140.05,124.68,40567,start loose,ysHXDXqi4mc
232.23,174.08,40567,unscrew wheel,ysHXDXqi4mc
237.64,234.24,40567,withdraw wheel,ysHXDXqi4mc
251.88,240.88,40567,put wheel,ysHXDXqi4mc
299.23,252.67,40567,screw wheel,ysHXDXqi4mc
324.03,305.16,40567,jack down,ysHXDXqi4mc
335.54,326.21,40567,tight wheel,ysHXDXqi4mc
94.16,65.16,40567,get things out,ydT9sLyhL1k
158.15,137.15,40567,jack up,ydT9sLyhL1k
180.57,159.57,40567,start loose,ydT9sLyhL1k
192.45,188.17,40567,jack up,ydT9sLyhL1k
209.88,195.68,40567,unscrew wheel,ydT9sLyhL1k
218.34,214.13,40567,withdraw wheel,ydT9sLyhL1k
247.41,240.41,40567,put wheel,ydT9sLyhL1k
297.31,250.31,40567,screw wheel,ydT9sLyhL1k
327.58,302.31,40567,jack down,ydT9sLyhL1k
357.91,328.57,40567,tight wheel,ydT9sLyhL1k
42.38,31.38,40567,get things out,q-zvR4ibs8Q
95.37,79.97,40567,start loose,q-zvR4ibs8Q
145.93,124.52,40567,jack up,q-zvR4ibs8Q
162.06,150.56,40567,unscrew wheel,q-zvR4ibs8Q
166.05,163.25,40567,withdraw wheel,q-zvR4ibs8Q
205.35,202.35,40567,put wheel,q-zvR4ibs8Q
228.99,206.18,40567,screw wheel,q-zvR4ibs8Q
250.96,231.79,40567,jack down,q-zvR4ibs8Q
267.1,251.7,40567,tight wheel,q-zvR4ibs8Q
277.64,270.04,40567,jack down,q-zvR4ibs8Q
294.84,291.84,40567,put things back,q-zvR4ibs8Q
39.57,34.57,40567,get things out,17Z9jQeteAA
67.6,58.6,40567,get things out,17Z9jQeteAA
76.55,68.85,40567,start loose,17Z9jQeteAA
89.13,86.73,40567,brake on,17Z9jQeteAA
115.0,105.4,40567,jack up,17Z9jQeteAA
122.43,119.63,40567,unscrew wheel,17Z9jQeteAA
124.93,122.83,40567,withdraw wheel,17Z9jQeteAA
138.22,132.62,40567,screw wheel,17Z9jQeteAA
143.47,139.07,40567,jack down,17Z9jQeteAA
151.12,143.72,40567,tight wheel,17Z9jQeteAA
37.17,33.64,40567,brake on,LReec2a4XeQ
64.56,62.58,40567,get things out,LReec2a4XeQ
108.62,77.62,40567,start loose,LReec2a4XeQ
134.42,127.62,40567,jack up,LReec2a4XeQ
149.5,143.67,40567,unscrew wheel,LReec2a4XeQ
156.09,149.71,40567,withdraw wheel,LReec2a4XeQ
177.49,168.49,40567,put wheel,LReec2a4XeQ
182.66,177.66,40567,screw wheel,LReec2a4XeQ
195.37,185.73,40567,jack down,LReec2a4XeQ
201.29,195.79,40567,tight wheel,LReec2a4XeQ
206.92,201.03,40567,put things back,LReec2a4XeQ
18.4,15.4,40567,get things out,EdNdiSMepng
29.88,24.58,40567,start loose,EdNdiSMepng
33.52,30.42,40567,start loose,EdNdiSMepng
36.85,34.75,40567,start loose,EdNdiSMepng
92.78,82.68,40567,jack up,EdNdiSMepng
100.87,98.27,40567,start loose,EdNdiSMepng
103.1,101.1,40567,withdraw wheel,EdNdiSMepng
106.27,103.37,40567,put wheel,EdNdiSMepng
110.2,106.7,40567,screw wheel,EdNdiSMepng
112.68,110.38,40567,tight wheel,EdNdiSMepng
119.32,113.02,40567,jack down,EdNdiSMepng
126.95,119.65,40567,tight wheel,EdNdiSMepng
50.46,34.66,40567,start loose,VKABsd7Ayn4
60.42,50.62,40567,start loose,VKABsd7Ayn4
78.74,70.54,40567,jack up,VKABsd7Ayn4
86.79,78.89,40567,jack up,VKABsd7Ayn4
95.91,90.21,40567,jack up,VKABsd7Ayn4
109.58,100.18,40567,unscrew wheel,VKABsd7Ayn4
112.5,111.5,40567,unscrew wheel,VKABsd7Ayn4
115.8,112.7,40567,withdraw wheel,VKABsd7Ayn4
134.64,124.74,40567,put wheel,VKABsd7Ayn4
158.23,149.33,40567,screw wheel,VKABsd7Ayn4
178.85,164.85,40567,screw wheel,VKABsd7Ayn4
190.3,183.1,40567,jack down,VKABsd7Ayn4
210.72,202.62,40567,tight wheel,VKABsd7Ayn4
218.29,211.29,40567,tight wheel,VKABsd7Ayn4
231.04,219.04,40567,tight wheel,VKABsd7Ayn4
52.74,44.24,40567,get things out,O6UjkyccfVM
78.06,69.33,40567,start loose,O6UjkyccfVM
148.64,138.24,40567,jack up,O6UjkyccfVM
158.61,155.11,40567,withdraw wheel,O6UjkyccfVM
159.37,158.37,40567,put wheel,O6UjkyccfVM
167.2,163.7,40567,screw wheel,O6UjkyccfVM
174.7,167.7,40567,jack down,O6UjkyccfVM
181.62,175.12,40567,tight wheel,O6UjkyccfVM
32.26,24.76,40567,get things out,Q1ZOstti8Tg
41.29,32.29,40567,start loose,Q1ZOstti8Tg
91.59,85.47,40567,jack up,Q1ZOstti8Tg
107.91,104.34,40567,unscrew wheel,Q1ZOstti8Tg
110.57,107.17,40567,withdraw wheel,Q1ZOstti8Tg
122.05,117.25,40567,put wheel,Q1ZOstti8Tg
132.05,127.38,40567,screw wheel,Q1ZOstti8Tg
136.01,132.21,40567,jack down,Q1ZOstti8Tg
143.81,136.21,40567,tight wheel,Q1ZOstti8Tg
76.16,20.98,40567,get things out,S15qByu-pNE
118.54,109.54,40567,get things out,S15qByu-pNE
156.9,127.73,40567,start loose,S15qByu-pNE
189.26,163.8,40567,jack up,S15qByu-pNE
195.79,189.89,40567,unscrew wheel,S15qByu-pNE
200.8,195.8,40567,withdraw wheel,S15qByu-pNE
202.85,200.86,40567,put wheel,S15qByu-pNE
222.63,203.3,40567,screw wheel,S15qByu-pNE
256.71,222.75,40567,tight wheel,S15qByu-pNE
268.49,257.49,40567,jack down,S15qByu-pNE
277.88,275.05,40567,put things back,S15qByu-pNE
22.7,16.99,40567,get things out,bQilMjXciTg
37.18,29.55,40567,start loose,bQilMjXciTg
94.46,82.02,40567,jack up,bQilMjXciTg
100.37,99.4,40567,unscrew wheel,bQilMjXciTg
103.57,101.38,40567,withdraw wheel,bQilMjXciTg
119.65,116.93,40567,tight wheel,bQilMjXciTg
123.15,119.88,40567,jack down,bQilMjXciTg
132.2,126.18,40567,tight wheel,bQilMjXciTg
126.39,83.62,40567,jack up,iJAI-cy2fZc
169.31,132.31,40567,start loose,iJAI-cy2fZc
230.15,172.68,40567,jack up,iJAI-cy2fZc
305.22,234.19,40567,unscrew wheel,iJAI-cy2fZc
324.43,316.04,40567,withdraw wheel,iJAI-cy2fZc
348.77,337.77,40567,put wheel,iJAI-cy2fZc
387.02,349.76,40567,screw wheel,iJAI-cy2fZc
425.89,387.74,40567,screw wheel,iJAI-cy2fZc
464.81,431.05,40567,jack down,iJAI-cy2fZc
482.18,465.88,40567,tight wheel,iJAI-cy2fZc
510.04,483.04,40567,jack down,iJAI-cy2fZc
85.59,80.26,40567,brake on,zlyrv-h97z8
115.9,106.54,40567,get things out,zlyrv-h97z8
126.02,122.13,40567,get things out,zlyrv-h97z8
214.4,203.4,40567,get things out,zlyrv-h97z8
353.57,238.26,40567,start loose,zlyrv-h97z8
400.21,385.21,40567,jack up,zlyrv-h97z8
409.32,402.32,40567,unscrew wheel,zlyrv-h97z8
416.7,409.7,40567,withdraw wheel,zlyrv-h97z8
456.0,452.39,40567,put wheel,zlyrv-h97z8
468.97,455.97,40567,screw wheel,zlyrv-h97z8
483.97,476.36,40567,jack down,zlyrv-h97z8
502.3,489.3,40567,tight wheel,zlyrv-h97z8
520.87,516.79,40567,put things back,zlyrv-h97z8
85.52,82.5,40567,brake on,zlyrv-h97z8
116.02,109.69,40567,get things out,zlyrv-h97z8
125.8,121.57,40567,get things out,zlyrv-h97z8
217.57,207.16,40567,get things out,zlyrv-h97z8
337.84,237.88,40567,start loose,zlyrv-h97z8
354.04,346.55,40567,start loose,zlyrv-h97z8
400.23,389.92,40567,jack up,zlyrv-h97z8
409.94,400.94,40567,unscrew wheel,zlyrv-h97z8
415.59,408.59,40567,withdraw wheel,zlyrv-h97z8
456.26,452.73,40567,put wheel,zlyrv-h97z8
468.51,456.42,40567,screw wheel,zlyrv-h97z8
484.44,475.44,40567,jack down,zlyrv-h97z8
502.19,489.78,40567,tight wheel,zlyrv-h97z8
522.49,517.49,40567,put things back,zlyrv-h97z8
15.41,1.7,40567,start loose,goqPhR4gW4Y
20.19,17.0,40567,jack up,goqPhR4gW4Y
27.88,20.32,40567,unscrew wheel,goqPhR4gW4Y
29.73,28.96,40567,withdraw wheel,goqPhR4gW4Y
32.24,30.88,40567,put wheel,goqPhR4gW4Y
34.63,32.21,40567,screw wheel,goqPhR4gW4Y
37.37,34.67,40567,tight wheel,goqPhR4gW4Y
40.62,38.37,40567,jack down,goqPhR4gW4Y
67.76,65.82,44047,pour water,hVu3FIp9Jlc
78.38,74.63,44047,add sugar,hVu3FIp9Jlc
128.78,123.24,44047,cut lemon,hVu3FIp9Jlc
161.82,150.08,44047,squeeze lemon,hVu3FIp9Jlc
169.2,166.38,44047,pour lemon juice,hVu3FIp9Jlc
174.73,171.14,44047,squeeze lemon,hVu3FIp9Jlc
177.03,175.47,44047,pour lemon juice,hVu3FIp9Jlc
193.01,191.47,44047,pour water,hVu3FIp9Jlc
237.4,233.1,44047,add sugar,hVu3FIp9Jlc
253.86,251.94,44047,add sugar,hVu3FIp9Jlc
256.96,254.78,44047,stir mixture,hVu3FIp9Jlc
319.56,318.12,44047,pour water,hVu3FIp9Jlc
378.9,372.99,44047,stir mixture,hVu3FIp9Jlc
394.93,390.43,44047,pour lemonade into glass,hVu3FIp9Jlc
65.68,61.96,44047,add sugar,b21PQg4KOYg
69.7,68.2,44047,add sugar,b21PQg4KOYg
